year,realrinc,age,occ10,occrecode,prestg10,childs,wrkstat,gender,educcat,maritalcat
2002,20335.25,60,2010,Professional,54,1,Full-Time,Female,Graduate,Divorced
2002,34413.5,43,8640,Production,31,2,Full-Time,Male,High School,Married
2002,4692.75,40,2000,Professional,51,2,"Unemployed, Laid Off",Female,High School,Married
2002,,48,8965,Production,35,1,Other,Female,Less Than High School,Widowed
2002,,58,8320,Production,32,1,Other,Female,High School,Widowed
2002,,61,8300,Production,26,0,Retired,Male,Less Than High School,Divorced
2002,11731.875,62,9600,Transportation,35,2,Full-Time,Male,High School,Married
2002,7039.125,47,7750,Production,35,3,Full-Time,Male,Less Than High School,Married
2002,,59,8930,Production,32,4,"Unemployed, Laid Off",Male,High School,Married
2002,20335.25,56,4710,Sales,48,3,Full-Time,Female,High School,Divorced
2002,,50,6440,Construction/Extraction,43,1,Full-Time,Male,High School,Divorced
2002,,64,9130,Transportation,35,5,Other,Male,Less Than High School,Married
2002,8603.375,52,9630,Transportation,31,3,"Unemployed, Laid Off",Female,High School,Divorced
2002,312.85,59,4060,Service,24,2,Full-Time,Female,High School,Married
2002,4692.75,36,8965,Production,35,1,Part-Time,Female,High School,Married
2002,42234.75,59,430,Business/Finance,39,3,Full-Time,Male,Graduate,Married
2002,,58,6100,"Farming, Fishing, and Forestry",36,3,Full-Time,Female,Less Than High School,Married
2002,20335.25,42,4700,Sales,38,1,Full-Time,Female,High School,Married
2002,42234.75,43,8630,Production,49,4,Full-Time,Male,Bachelor,Married
2002,5631.3,52,3655,Service,49,2,Part-Time,Female,Bachelor,Married
2002,42234.75,37,6440,Construction/Extraction,43,2,Full-Time,Male,Junior College,Married
2002,42234.75,50,4700,Sales,38,3,Full-Time,Male,Bachelor,Married
2002,20335.25,35,6260,Construction/Extraction,28,4,Housekeeper,Female,High School,Married
2002,234366.65324100002,47,4700,Sales,38,0,Full-Time,Female,Junior College,Married
2002,20335.25,46,5240,Office and Administrative Support,31,2,Full-Time,Female,High School,Divorced
2002,34413.5,48,8630,Production,49,3,Full-Time,Male,High School,Married
2002,28156.5,36,3850,Service,60,1,Full-Time,Female,High School,Married
2002,11731.875,59,9640,Transportation,22,4,Full-Time,Female,High School,Married
2002,11731.875,52,630,Business/Finance,47,0,Housekeeper,Male,Graduate,Married
2002,42234.75,51,5620,Office and Administrative Support,25,1,Full-Time,Female,Bachelor,Married
2002,234366.65324100002,37,1550,Professional,50,2,Full-Time,Female,High School,Married
2002,17206.75,37,3640,Service,48,1,Part-Time,Female,High School,Married
2002,17206.75,52,1220,Professional,53,2,Full-Time,Female,High School,Married
2002,51620.25,62,205,Business/Finance,46,1,Full-Time,Male,Graduate,Married
2002,,54,4700,Sales,38,1,Housekeeper,Female,Less Than High School,Married
2002,,49,3600,Service,48,1,Housekeeper,Female,Less Than High School,Married
2002,,56,9520,Transportation,39,4,Other,Female,High School,Divorced
2002,,56,430,Business/Finance,39,2,Temporarily Not Working,Female,Junior College,Married
2002,,49,310,Business/Finance,39,3,"Unemployed, Laid Off",Female,High School,Divorced
2002,,36,4110,Service,31,2,Housekeeper,Female,High School,Married
2002,20335.25,40,5940,Office and Administrative Support,17,2,Full-Time,Female,High School,Divorced
2002,23463.75,61,230,Business/Finance,59,5,Full-Time,Female,Junior College,Married
2002,28156.5,56,2200,Professional,74,2,Full-Time,Female,Graduate,Married
2002,17206.75,51,4110,Service,31,0,Full-Time,Female,Bachelor,Never Married
2002,,53,8965,Production,35,2,Retired,Male,Less Than High School,Widowed
2002,20335.25,46,6230,Construction/Extraction,44,1,Full-Time,Male,High School,Married
2002,,49,3600,Service,48,0,Full-Time,Female,Bachelor,Divorced
2002,2815.65,39,4230,Service,25,3,Full-Time,Female,Less Than High School,Married
2002,,53,7200,"Installation, Maintenance, and Repair",45,5,Other,Male,Less Than High School,Separated
2002,,40,910,Business/Finance,45,1,Full-Time,Female,High School,Divorced
2002,17206.75,56,4510,Service,36,2,Part-Time,Female,High School,Married
2002,,47,800,Business/Finance,60,1,Full-Time,Female,Bachelor,Never Married
2002,7039.125,40,4050,Service,21,1,"Unemployed, Laid Off",Female,High School,Never Married
2002,,61,120,Business/Finance,53,0,Part-Time,Female,High School,Married
2002,17206.75,35,7700,Production,50,1,Full-Time,Female,High School,Married
2002,,45,4230,Service,25,3,Full-Time,Female,High School,Married
2002,,39,7330,"Installation, Maintenance, and Repair",38,6,Full-Time,Male,Less Than High School,Married
2002,23463.75,57,5540,Office and Administrative Support,45,2,Part-Time,Female,High School,Married
2002,312.85,45,4230,Service,25,0,Part-Time,Female,High School,Married
2002,17206.75,45,2310,Professional,61,2,Full-Time,Female,Bachelor,Married
2002,20335.25,48,7750,Production,35,2,Full-Time,Male,High School,Married
2002,,52,4710,Sales,48,2,Housekeeper,Female,High School,Married
2002,,37,9720,Transportation,32,0,Part-Time,Male,High School,Never Married
2002,11731.875,40,6260,Construction/Extraction,28,3,"Unemployed, Laid Off",Male,Less Than High School,Married
2002,10167.625,39,6050,"Farming, Fishing, and Forestry",27,3,Temporarily Not Working,Female,High School,Married
2002,3441.3500000000004,37,4110,Service,31,2,Part-Time,Female,High School,Married
2002,17206.75,63,3930,Service,34,2,Retired,Male,High School,Married
2002,34413.5,39,7700,Production,50,1,Full-Time,Male,High School,Married
2002,20335.25,38,5700,Office and Administrative Support,47,1,Temporarily Not Working,Female,High School,Divorced
2002,10167.625,47,2300,Professional,53,3,Housekeeper,Female,Junior College,Married
2002,,40,1460,Professional,70,2,Housekeeper,Female,Bachelor,Married
2002,34413.5,46,4520,Service,30,2,Full-Time,Female,High School,Married
2002,3441.3500000000004,46,4220,Service,24,1,Part-Time,Female,High School,Married
2002,2189.9500000000003,36,3930,Service,34,3,Housekeeper,Female,High School,Never Married
2002,42234.75,50,930,Business/Finance,39,2,Full-Time,Male,Bachelor,Married
2002,34413.5,54,1300,Professional,73,3,Full-Time,Male,Graduate,Divorced
2002,28156.5,36,910,Business/Finance,45,2,Full-Time,Male,Bachelor,Married
2002,,48,8610,Production,47,1,Full-Time,Male,High School,Divorced
2002,20335.25,40,4020,Service,33,3,Full-Time,Male,Less Than High School,Never Married
2002,,38,5860,Office and Administrative Support,32,0,Full-Time,Female,High School,Married
2002,34413.5,38,8255,Production,36,0,Full-Time,Male,High School,Never Married
2002,,44,4700,Sales,38,3,Housekeeper,Female,Bachelor,Separated
2002,,47,7750,Production,35,0,"Unemployed, Laid Off",Female,High School,Married
2002,42234.75,56,2850,Professional,67,2,Full-Time,Male,Junior College,Married
2002,,40,2630,Professional,46,3,Part-Time,Female,Graduate,Married
2002,17206.75,64,710,Business/Finance,51,2,Full-Time,Female,High School,Divorced
2002,20335.25,55,410,Business/Finance,41,1,Part-Time,Female,High School,Married
2002,42234.75,49,4850,Sales,45,2,Full-Time,Male,Bachelor,Married
2002,23463.75,60,5260,Office and Administrative Support,36,2,Full-Time,Female,High School,Married
2002,34413.5,52,9650,Transportation,36,2,Full-Time,Male,High School,Married
2002,,42,4850,Sales,45,3,Full-Time,Male,High School,Married
2002,,53,9130,Transportation,35,1,Retired,Male,High School,Married
2002,20335.25,44,3710,Service,66,3,Full-Time,Male,High School,Married
2002,,61,3600,Service,48,3,Retired,Female,High School,Widowed
2002,17206.75,47,5360,Office and Administrative Support,36,2,Full-Time,Female,High School,Married
2002,234366.65324100002,58,310,Business/Finance,39,2,Full-Time,Male,High School,Divorced
2002,11731.875,36,4720,Sales,28,4,Full-Time,Female,Junior College,Divorced
2002,10167.625,48,8460,Production,33,3,Full-Time,Female,Less Than High School,Married
2002,23463.75,38,5520,Office and Administrative Support,32,0,Full-Time,Male,High School,Never Married
2002,28156.5,37,5700,Office and Administrative Support,47,2,Other,Female,High School,Divorced
2002,34413.5,53,7220,"Installation, Maintenance, and Repair",45,0,Retired,Male,Junior College,Never Married
2002,,63,9130,Transportation,35,2,Retired,Female,Bachelor,Divorced
2002,,51,1965,Professional,43,2,Full-Time,Male,Graduate,Married
2002,23463.75,56,5940,Office and Administrative Support,17,2,Full-Time,Female,High School,Divorced
2002,42234.75,47,9620,Transportation,25,0,Full-Time,Male,Junior College,Married
2002,234366.65324100002,45,5120,Office and Administrative Support,45,1,Part-Time,Female,High School,Married
2002,1251.4,45,9130,Transportation,35,2,Full-Time,Male,High School,Divorced
2002,11731.875,46,8200,Production,33,1,Part-Time,Male,High School,Never Married
2002,42234.75,62,9130,Transportation,35,2,Full-Time,Male,High School,Married
2002,1251.4,46,4810,Sales,47,2,Full-Time,Male,Bachelor,Married
2002,,57,5860,Office and Administrative Support,32,2,Housekeeper,Female,High School,Married
2002,28156.5,46,10,Business/Finance,72,1,Full-Time,Male,Graduate,Married
2002,17206.75,52,3600,Service,48,1,Full-Time,Female,High School,Divorced
2002,34413.5,41,6200,Construction/Extraction,49,1,Full-Time,Male,High School,Married
2002,23463.75,46,1006,Professional,65,3,Full-Time,Male,High School,Divorced
2002,34413.5,36,910,Business/Finance,45,0,Full-Time,Female,Bachelor,Never Married
2002,42234.75,56,2320,Professional,64,4,Temporarily Not Working,Male,Graduate,Married
2002,13296.125,51,9620,Transportation,25,0,Full-Time,Male,High School,Never Married
2002,20335.25,40,5700,Office and Administrative Support,47,2,Full-Time,Male,Bachelor,Married
2002,28156.5,43,4220,Service,24,0,Full-Time,Male,High School,Married
2002,28156.5,44,3000,Professional,61,1,Full-Time,Female,Graduate,Married
2002,,49,710,Business/Finance,51,0,Part-Time,Female,High School,Married
2002,,55,20,Business/Finance,50,1,Retired,Male,High School,Married
2002,,47,1010,Professional,63,1,"Unemployed, Laid Off",Female,Graduate,Married
2002,34413.5,36,800,Business/Finance,60,2,Full-Time,Female,Bachelor,Married
2002,20335.25,42,420,Business/Finance,52,0,Full-Time,Male,Bachelor,Married
2002,8603.375,37,4720,Sales,28,0,"Unemployed, Laid Off",Female,High School,Never Married
2002,28156.5,35,1010,Professional,63,1,Full-Time,Male,Bachelor,Divorced
2002,,50,,,,3,Housekeeper,Female,Bachelor,Married
2002,,38,3600,Service,48,2,Full-Time,Female,High School,Married
2002,,51,5700,Office and Administrative Support,47,2,Full-Time,Female,High School,Married
2002,28156.5,43,330,Business/Finance,41,1,Full-Time,Male,High School,Married
2002,17206.75,47,520,Business/Finance,45,4,Full-Time,Female,High School,Divorced
2002,11731.875,43,5700,Office and Administrative Support,47,7,Full-Time,Female,Junior College,Separated
2002,28156.5,43,3060,Professional,80,0,Part-Time,Female,Graduate,Never Married
2002,312.85,46,4760,Sales,31,4,Full-Time,Female,High School,Separated
2002,,49,9620,Transportation,25,2,Other,Male,Less Than High School,Never Married
2002,17206.75,58,4510,Service,36,3,Full-Time,Female,High School,Widowed
2002,234366.65324100002,40,1105,Professional,61,0,Full-Time,Male,Graduate,Never Married
2002,23463.75,56,1430,Professional,63,4,Full-Time,Male,High School,Married
2002,312.85,46,4250,Service,37,0,Temporarily Not Working,Male,Less Than High School,Never Married
2002,,43,5700,Office and Administrative Support,47,2,Housekeeper,Female,High School,Widowed
2002,42234.75,58,5800,Office and Administrative Support,47,0,Full-Time,Male,High School,Divorced
2002,51620.25,42,540,Business/Finance,46,0,Housekeeper,Male,High School,Married
2002,17206.75,43,950,Business/Finance,39,0,Full-Time,Female,High School,Married
2002,10167.625,42,6260,Construction/Extraction,28,0,"Unemployed, Laid Off",Male,High School,Married
2002,4692.75,54,4130,Service,16,2,Full-Time,Female,High School,Married
2002,312.85,43,1010,Professional,63,3,Full-Time,Male,High School,Married
2002,,51,1540,Professional,47,3,"Unemployed, Laid Off",Male,Bachelor,Married
2002,51620.25,52,4920,Sales,49,3,Full-Time,Male,Bachelor,Married
2002,2189.9500000000003,41,5700,Office and Administrative Support,47,3,Full-Time,Female,High School,Married
2002,20335.25,38,5550,Office and Administrative Support,45,0,Part-Time,Male,High School,Divorced
2002,17206.75,42,5800,Office and Administrative Support,47,2,Full-Time,Male,High School,Married
2002,,57,6420,Construction/Extraction,35,2,Retired,Male,High School,Married
2002,5631.3,45,6440,Construction/Extraction,43,3,Other,Male,Bachelor,Separated
2002,,37,,,,2,Other,Female,High School,Divorced
2002,7039.125,40,4510,Service,36,1,Full-Time,Female,High School,Divorced
2002,20335.25,36,4850,Sales,45,2,Full-Time,Male,Bachelor,Married
2002,28156.5,52,6800,Construction/Extraction,52,2,Full-Time,Male,High School,Married
2002,,52,6320,Construction/Extraction,42,2,Full-Time,Male,High School,Married
2002,2189.9500000000003,41,6130,"Farming, Fishing, and Forestry",29,1,Other,Male,Less Than High School,Divorced
2002,,51,9360,Transportation,24,3,Retired,Female,High School,Never Married
2002,20335.25,35,420,Business/Finance,52,2,"Unemployed, Laid Off",Female,High School,Married
2002,8603.375,52,4760,Sales,31,3,Full-Time,Female,Bachelor,Divorced
2002,23463.75,58,2145,Professional,52,3,Full-Time,Female,High School,Widowed
2002,2815.65,41,4760,Sales,31,0,Part-Time,Male,High School,Never Married
2002,,55,4720,Sales,28,4,Other,Female,High School,Separated
2002,17206.75,51,4350,Service,33,3,Full-Time,Female,Bachelor,Married
2002,42234.75,48,4600,Service,35,3,Full-Time,Female,High School,Married
2002,17206.75,61,7700,Production,50,4,Full-Time,Female,High School,Widowed
2002,,64,9640,Transportation,22,4,Housekeeper,Female,Less Than High School,Separated
2002,,38,4700,Sales,38,1,Full-Time,Female,Bachelor,Separated
2002,14860.375,46,8510,Production,36,4,Full-Time,Male,High School,Married
2002,14860.375,57,7220,"Installation, Maintenance, and Repair",45,3,Full-Time,Male,Less Than High School,Married
2002,,64,4510,Service,36,1,Housekeeper,Female,Junior College,Married
2002,,44,,,,1,Housekeeper,Female,High School,Divorced
2002,20335.25,36,9600,Transportation,35,4,Full-Time,Male,High School,Married
2002,4067.05,45,6230,Construction/Extraction,44,1,Part-Time,Male,High School,Divorced
2002,13296.125,43,8965,Production,35,1,"Unemployed, Laid Off",Female,High School,Divorced
2002,,46,1010,Professional,63,2,Full-Time,Male,Bachelor,Married
2002,42234.75,46,7020,"Installation, Maintenance, and Repair",38,2,Full-Time,Male,High School,Married
2004,,52,,,,1,Housekeeper,Female,Less Than High School,Married
2004,,43,,,,3,Housekeeper,Female,High School,Married
2004,,52,,,,4,Full-Time,Male,High School,Never Married
2004,49813.5,53,9720,Transportation,32,4,Full-Time,Male,Junior College,Divorced
2004,19623.5,58,3600,Service,48,3,Full-Time,Female,High School,Widowed
2004,33209,40,2200,Professional,74,2,Part-Time,Male,Graduate,Married
2004,12830.75,42,5160,Office and Administrative Support,39,0,Full-Time,Male,Junior College,Never Married
2004,2113.3,48,4220,Service,24,2,Housekeeper,Male,Less Than High School,Separated
2004,2113.3,39,3600,Service,48,5,Full-Time,Female,Less Than High School,Never Married
2004,,38,2310,Professional,61,3,Full-Time,Female,Bachelor,Married
2004,8302.25,57,9140,Transportation,26,2,"Unemployed, Laid Off",Male,High School,Married
2004,1207.6,55,2340,Professional,38,1,Part-Time,Female,Junior College,Married
2004,11321.25,35,2630,Professional,46,2,Part-Time,Female,High School,Married
2004,19623.5,35,6420,Construction/Extraction,35,2,Full-Time,Male,High School,Married
2004,,47,725,Business/Finance,49,2,Part-Time,Female,Bachelor,Married
2004,27171,58,2630,Professional,46,1,Full-Time,Female,Bachelor,Married
2004,40756.5,57,430,Business/Finance,39,0,Full-Time,Female,Graduate,Never Married
2004,134008.440726,53,735,Business/Finance,57,0,Full-Time,Female,Graduate,Never Married
2004,,48,1010,Professional,63,0,"Unemployed, Laid Off",Male,Graduate,Never Married
2004,,36,3850,Service,60,2,Full-Time,Male,High School,Married
2004,16604.5,61,5700,Office and Administrative Support,47,8,Full-Time,Female,High School,Married
2004,,49,,,,0,Other,Male,High School,Never Married
2004,33209,55,310,Business/Finance,39,3,Full-Time,Male,Bachelor,Divorced
2004,8302.25,53,3600,Service,48,0,Part-Time,Female,High School,Never Married
2004,,63,5860,Office and Administrative Support,32,4,Part-Time,Female,Bachelor,Married
2004,40756.5,38,7340,"Installation, Maintenance, and Repair",44,1,Full-Time,Male,High School,Divorced
2004,33209,37,5110,Office and Administrative Support,40,0,Full-Time,Female,High School,Separated
